Аллюминий, Латунь, Сталь, Дерево, Плексиглас, Свинец
153.412  153.154  152.802  154.149  153.77  153.528  
0.0664068  0.056474  0.0434828  0.062769  0.0643578  0.0993112  
9.43  9.48  9.56  9.27  9.35  9.4  
0.03  0.03  0.02  0.03  0.03  0.03  
